artist,track,album
"Bob Sinclar, Vintage Culture, Dubdogz & Steve Edwards",World Hold On (Children Of The Sky) [Radio Edit - Vintage Culture & Dubdogz Remix],World Hold On (Children Of The Sky) [Radio Edit - Vintage Culture & Dubdogz Remix] [feat. Steve Edwards] - Single
"Vintage Culture, Fancy Inc & Meca",Electricity,Electricity - Single
Enigma,Sadeness,Love Sensuality Devotion: The Greatest Hits
DJ Asul,Matadora,Matadora - EP
Sleep Terrarium,Celadara (White Noise),Celadara
Crystalline Cove,Harmonic (Sleep),Harmonic
Benny Benassi,Satisfaction,Hypnotica
Crystalline Cove,Embrace (Ambient Sleep),Embrace - EP
Seventh Gateway,Soft Noises,777 - EP
Bellestar & DJ Leao,Young Folks,Young Folks - Single
Aureolin Sky,Celestial Drift (Rain),Celestial Drift - EP
Andromeda & elysian.,MONTAGEM COMA,MONTAGEM COMA - EP
Ogryzek,AURA,AURA - Single
Bruno Martini,Sun Goes Down (feat. Isadora),Sun Goes Down (feat. Isadora) - Single
FKA twigs,Eusexua,EUSEXUA
"KHAOS, Jmilton & Mc Jajá",Montagem Supersonic,Montagem Supersonic - EP
soli,Linger (Sound Bath),Linger
RÜFÜS DU SOL,Make It Happen,Surrender
Mobee,Float,Float - EP
FKA twigs,Two Weeks,LP1
Tiësto,Adagio for Strings,Just Be
Charli xcx,"Girl, so confusing",BRAT
Cloud Canopy,Wisdom (Noise),Wisdom - EP
Santigold,Disparate Youth,100 Greatest 10s (The Best Songs of Last Decade)
Kind Horizon,Sanctum of Stillness (Spa),Sanctum of Stillness - EP
klemme,Luminous (Sleep),Luminous - EP
Quiet Moon,Silentium,Silentium - EP
"Vintage Culture, Bruno Be & Öwnboss",Intro (Rework) [feat. Ashibah] [Remix],Intro (Rework)[feat. Ashibah] [Remix] - Single
Adriatique & WhoMadeWho,Miracle,Miracle - Single
FKA twigs,Wild And Alone (feat. PinkPantheress),EUSEXUA Afterglow
baby dreamer,Sleepy Time,Sleepy Time - EP
Ituana,Clocks (Sign of the Times Remix),The Remixes
Luminous Hymn,The Secret (Noise),Only One Thing
qaraqshy,MONTAGEM SANTA FE 2,MONTAGEM SANTA FE 2 - EP
Big Sky Blue,Grace,Grace - EP
Kinoko,Received (Noise),Received
Moonveil,Fallen Leaves (Rain),Fallen Leaves - EP
Crystalline Cove,Shimmer (Ambient Sleep),Shimmer
Massive Attack,Teardrop,Mezzanine
Noel,Silent Morning,Noel
Dubdogz,Techno Prank,Techno Prank - Single
"Dubdogz, Brannco & Rodrigo Luca",Dog Days (feat. Izabelle),Dog Days (feat. Izabelle) - Single
Sunair,Oasis (Rain),Oasis - EP
Sleep Terrarium,Erynfall (White Noise),Erynfall - EP
RÜFÜS DU SOL,Innerbloom (Radio Edit),Innerbloom (Radio Edit) - Single
North Node,Roselle (Rain),Rosella - EP
Mobee,Simplicity (Meditation),Simplicity - EP
Moby,The Perfect Life (feat. Wayne Coyne),Innocents
November Kid,Use Somebody,Use Somebody - Single
"Evinha, Alok & Watzgood","Alok, Evinha & Watzgood - Esperar Pra Ver","Alok, Evinha & Watzgood - Esperar Pra Ver - Single"
dozy,Element (Sleep),Element - EP
Bob Sinclar,Love Generation (feat. Gary Pine) [Radio Edit],Love Generation (Radio Edit) [feat. Gary Pine] - Single
Charli xcx,Mean girls,BRAT
Cora,Stay (Noise),Stay
miro,Ethereal,Ethereal - EP
Crystalline Cove,Celestia (Sleep),Celestia
Sunair,Static Bloom,Heavenly Horizons - EP
Wafia,Heartburn,XXIX - EP
RÜFÜS DU SOL,Levitating,Inhale / Exhale
FKA twigs,Perfectly,Perfectly - Single
pello,Reaching (Sleep),Reaching - EP
The Sound of Quiet,Dormir (Noise),Sundown
Farelane,Wandering Fractals (Noise),Lunar Reflections - EP
The Prodigy,Breathe,The Fat of the Land (Expanded Edition)
Cat Dealers,Gravity (feat. Evokings & Maggá),Gravity (feat. Evokings & Maggá) - Single
Owl City,Fireflies,Ocean Eyes
RÜFÜS DU SOL,Always,Surrender
dozy,Glow,Glow - EP
pello,Sincere (Sleep),Sincere - EP
Aureolin Sky,Quiet Mind,Songs for Sleep IV
Crystal Castles,Vanished,Crystal Castles
Enigma,Return To Innocence,Love Sensuality Devotion: The Greatest Hits
Ituana,Suspicious Minds,Suspicious Minds - Single
"DJ FKU, Farofinat Beats & dj Samir",Montagem Direção,Montagem Direção - EP
Nordic Lights,Say Hello (Rain),Say Hello - EP
Virga,Noise on the Horizon,Whispering Pines - EP
Jmilton & Itamar Mc,Montagem Bandido,Montagem Bandido - EP
DJ Sapo Rasta,A Sina de Ofélia (Copa do Mundo 2026),A Sina de Ofélia (Copa do Mundo 2026) - Single
Raena,Beaming (Noise),Beaming
Urban Love,Your Heart,A New Day
Audio Time Capsule,Time Would Stop (Noise),Time Would Stop - EP
Rita Lee & Roberto de Carvalho,Change (feat. Gui Boratto),Change (feat. Gui Boratto) - Single
Kavinsky,Nightcall,Nightcall
Ark Patrol,Let Go (feat. Veronika Redd),Let Go (feat. Veronika Redd) - Single
Nordic Lights,Space and Time,Space and Time
QMIIR,SEMPERO (Slowed),SEMPERO - EP
Tiësto,Traffic,Just Be
FKA twigs,Cheap Hotel,EUSEXUA Afterglow
Lumin,Serenity (Noise),Serenity
Lost Hemispheres,In the Clouds (Noise),In the Clouds - EP
Field Journal,Stillness in Bloom (Noise),Stillness in Bloom - EP
Miracle Tones,432 Hz Sleep Music,432 Hz Deep Sleep
Nakama & Mc Staff,MENTE MÁ,MENTE MÁ - EP
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) [Remix],Peace Is the Mission (Extended)
Urban Love & Nikko Mad,Run,Run - Single
Stardust,Music Sounds Better with You,Music Sounds Better with You - Single
Quiet Climb,Night Flower,Night Flower - Single
Moonlit Meadow,Lunar Clearing (Noise),Lunar Clearing - EP
Field Journal,Desert Spring (Noise),Desert Spring - EP
Crystal Waters,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) [Basement Boy Strip To The Bone Mix],Surprise
"Vintage Culture, Gilsons & Kvsh",Várias Queixas (Vintage Culture & KVSH Remix) [Radio Edit],Várias Queixas (Vintage Culture & KVSH Remix) [Radio Edit] - Single
Wild Colors,Bastion (White Noise),Bastion - EP
Charli xcx,Rewind,BRAT
Katy da Voz e as abusadas & Clementaum,GORDINHA MAS TA BOM,A VISITA - SANDRA ELETRÔNICA
Lumin,Blossoming (Noise),Blossoming
Juna,Nature (Noise),Balancing
Danny L Harle & PinkPantheress,Starlight,Starlight - Single
"S3BZS, MC GW & Mc Menor Do Alvorada",MONTAGEM - PR FUNK,MONTAGEM - PR FUNK - Single
M.I.A.,Bad Girls,Matangi
Naked Eyes,Always Something There to Remind Me (2018 Remaster),Naked Eyes
Dj João Pereira & MC Koringa,DANÇA PRA ME PROVOCAR,DANÇA PRA ME PROVOCAR - Single
Good Vibes Tribe 11:11,I'm Not What Happened To Me,I'm Not What Happened To Me - Single
RÜFÜS DU SOL,Treat You Better,SOLACE
Jmilton & MC Xangai,Vem Vem,Vem Vem - EP
Prizes for Tigers,Celeste (Meditation),Celeste (Space and Focus) - Single
"Katy da Voz e as abusadas, Frimes & FKOFF1963","Rola Grossa, Que Gostosa!","Rola Grossa, Que Gostosa! - Single"
Raena,Meadow (Rain),Meadow
João Gomes,Meu Pedaço de Pecado,Eu Tenho a Senha
Matheus Fernandes & Dilsinho,Baby Me Atende,Baby Me Atende - Single
"Felipe Amorim, Vitão, BIN & Malibu",Eu Vou na Sua Casa,Eu Vou na Sua Casa - Single
Natanzinho Lima,Uma e Quinze da Manhã,De Bar em Bar 4.0
João Gomes,Dengo,Digo Ou Não Digo
Xand Avião,Ela Aperta a Minha Mente (feat. Os Barões da Pisadinha),Todos os Ritmos - EP
Henry Freitas,Me Fala Qual Necessidade (Ao Vivo),Paralelos Vol. 02
Falamansa,Xote Da Alegria,Falamansa Essencial
João Gomes,Aquelas Coisas,Eu Tenho a Senha
Rey Vaqueiro,Body Splash,Body Splash - Single
Mari Fernandez,Adeus,Adeus - Single
Nattan & Zé Felipe,"Homem É Homem, Moleque É Moleque","Homem É Homem, Moleque É Moleque - Single"
Felipe Amorim,Toca o Trompete,"Cadê o After?, Pt. 1 - EP"
Felipe Amorim,Teus Sinais,"Cadê o After?, Pt. 1 - EP"
Natanzinho Lima,5 Da Manhã,De Bar em Bar 4.0
Nattan,Ama Ou Não Ama,Imparável
Matheus Fernandes,Plano de Solteiro (feat. Wesley Safadão),Plano de Solteiro (feat. Wesley Safadão) - Single
"DG e Batidão Stronda, Mc Davi, J. Eskine & MC G15",Mãe Solteira,Mãe Solteira - Single
"Zé Felipe, Theuzinho & Rafinha RSQ",Meu Neném,Meu Neném - Single
Natanzinho Lima,Eu Amo Você,De Bar em Bar 4.0
Calcinha Preta,"Hoje à Noite ""Alone""",As 20 +
Nattan,Vou te Esquecer,Com Você ou Sem - EP
Matheus Fernandes & Zé Neto & Cristiano,Nem Vá,Nem Vá - Single
Felipe Amorim,Amor Traumatizado (feat. Carol Biazin),RomantiDog (Deluxe)
"Zé Vaqueiro, Wesley Safadão & Nattan",DNA do Mato,DNA do Mato - Single
Wesley Safadão & Natanzinho Lima,Mentira Estampada,Arrocha Safadão
Zé Vaqueiro,Coladin,Indícios - Single
Zé Vaqueiro,Eu Tenho Medo,O Original
Nattan & Léo Foguete,Última Noite,Estilo Nattanzinho (Ao Vivo em São Paulo)
Nattan,Com Você ou Sem,Com Você ou Sem - EP
Raí Saia Rodada,Tapão Na Raba,Som No Talo
Felipe Amorim & Nattan,Love Gostosinho (Ao Vivo),O Fantástico Mundo De Nattan (Ao Vivo)
Nattan & Anitta,Eu Tô Querendo De Novo (Ao Vivo),Nattan In Vegas (Ao Vivo) - EP
Falamansa,Xote Dos Milagres,Falamansa Essencial
Natanzinho Lima,Cerveja Derramando,De Bar em Bar 4.0
Rey Vaqueiro,Bateria Acabou (Ao Vivo),Forró & Vaquejada - Pt. 2 (Ao Vivo) - EP
Henry Freitas & Léo Foguete,Onde Era Flor (Ao Vivo),Paralelos Vol. 1 (Ao Vivo) - EP
João Gomes & Pablo,Vou Te procurar / I Love You Baby,Pé de Serrita
Filho do Piseiro,Raparigas,Só Poesias No Médio Grave (Vol.1)
Marina Sena & Japãozin,Dano Sarrada (Remix),Dano Sarrada (Remix) - Single
João Gomes & Pabllo Vittar,Vira Lata,Vira Lata - Single
"Felipe Amorim, Xand Avião, Zé Vaqueiro & Talita Mel",Medley Muído de Vaquejada - Desce do Cavalo / Balada do Vaqueiro / Monta Logo Vai / Calma / Senta No Fazendeiro / Deixa Ela Montar Na Minha Garupa / Botadão Do GW (feat. MC LEKÃO),Medley Muído de Vaquejada - Desce do Cavalo / Balada do Vaqueiro / Monta Logo Vai / Calma / Senta No Fazendeiro / Deixa Ela Montar Na Minha Garupa / Botadão Do GW (feat. MC LEKÃO) - Single
"João Gomes, Iguinho e Lulinha & Tarcísio do Acordeon",Coração de Vaqueiro,Coração de Vaqueiro - Single
"Nuzio Medeiros, Kadu Martins & Henry Freitas",Tando,Tando - Single
Zé Vaqueiro,Volta Comigo BB,Volta Comigo BB - Single
Felipe Amorim,Fode Bem,"Cadê o After?, Pt. 1 - EP"
Filho do Piseiro & Claudio Ney & Juliana,Meu Pai Paga Minha Faculdade / Mexe Essa Sanfona / Eu Vou Pra Vaquejada / Vuco Vuco / Rei Do Baralho / Sala De Reboco,Meu Pai Paga Minha Faculdade / Mexe Essa Sanfona / Eu Vou Pra Vaquejada / Vuco Vuco / Rei Do Baralho / Sala De Reboco - Single
"MC LUUKY, Felipe Amorim & DG e Batidão Stronda",Vou Passar Gelinho,Vou Passar Gelinho - Single
Mari Fernandez,Página De Ex (Ao Vivo),Mari No Barzinho (Ao Vivo No RJ) - EP
Calcinha Preta,Manchete dos Jornais,As 20 +
Matheus Fernandes & Mc Don Juan,Tô Com Saudade,Na Praia
Os Barões da Pisadinha,Recairei (Ao Vivo),Recairei (Ao Vivo) - Single
Wesley Safadão,Seis Cordas / Baião de Dois / Cavalo Lampião (Ao Vivo),Bem-Vindo ao Meu Mundo - Forró & Vaquejada (Ao Vivo)
Matheus Fernandes & Xand Avião,Balanço da Rede,Balanço da Rede - Single
Falamansa,Oh! Chuva,Falamansa Essencial
João Gomes & Vítor Fernandes,Se For Amor,Eu Tenho a Senha
Jonas Esticado,Investe Em Mim,Investe Em Mim - Single
Henry Freitas & 0bg3fNpRQgZTCAg3Bseyly,Imã de Problema,Toca Que Eu Quero Ouvir
João Gomes,Me Ama Sem Pausa (Aquelas Paradas),Vaquejada Tá na Moda
Calcinha Preta,"Louca por Ti ""Dust in the Wind""",As 20 +
Tarcísio do Acordeon,Proteção de Tela,"Meu Sonho, Pt. 2 - EP"
Calcinha Preta,Faço Chover (It Will Rain),Calcinha Preta Premium
Xand Avião,"Não é o Lugar, é a Pessoa (feat. Henrique & Juliano)","Não é o Lugar, é a Pessoa (feat. Henrique & Juliano) - Single"
Nattan,Ressentimento,Pra Quebrar a Cara - EP
Vítor Fernandes,Saudade e Solidão,Diferente de Tudo
Felipe Amorim & Gustavo Mioto,Cama Embrasa,Cama Embrasa - Single
Calcinha Preta,Mágica,As 20 +
Nattan,Não Te Quero,"Pra Beber, Curtir e Amar"
Xand Avião,Aham Ok,Aham Ok - Single
Rey Vaqueiro,Nome Proibido,Nome Proibido - Single
"Matheus Fernandes, Matias Damásio & Nattan",A Lua,A Lua - Single
Nattan,Morena,Com Você ou Sem - EP
Nattan & Japãozin,Diferente das Diferentes,Diferente das Diferentes - Single
Henry Freitas,Se For Ok Pra Todo Mundo (Ao Vivo),Paralelos Vol. 02
João Gomes,"Devagar, Sem Pressa (Ao Vivo)","Devagar, Sem Pressa (Ao Vivo) - Single"
Matheus Fernandes & Matheus & Kauan,Triplex (Ao Vivo),Triplex (Ao Vivo) - Single
João Gomes,Mete Um Block Nele,Eu Tenho a Senha
Raí Saia Rodada & Nattan,Storiezin,Storiezin - Single
Henry Freitas & Mc Ws da leste,Pega a Maldade Da Bandida,Pega a Maldade Da Bandida - Single
"Elba Ramalho, Geraldo Azevedo & Zé Ramalho",Ai Que Saudade D'Ocê,O Grande Encontro II
"Henry Freitas, Andrezin Araujo & Dj Kevin Oficial",Tem Café,Tem Café - Single
Tarcísio do Acordeon,Meia Noite (Você Tem Meu WhatsApp),Diferente dos Iguais
Falamansa,Rindo À Toa,Falamansa Essencial
Tarcísio do Acordeon,Hoje Dói,Diferente dos Iguais
Henry Freitas,B.O Pro Coração,Terapia 1000%
Xand Avião & Gusttavo Lima,Algo Mais (Amante) [Ao Vivo],Errejota (Ao Vivo)
Rey Vaqueiro & Tarcísio do Acordeon,Nasci Pra Ser Vaqueiro,Nasci Pra Ser Vaqueiro - Single
Xand Avião,Se Valorize,Se Valorize - Single
Calcinha Preta,Liga pra Mim (Ao Vivo),"Eu Amo Demais, Vol. 21 (Ao Vivo)"
Mari Fernandez & Marcynho Sensação,Parada Louca,Parada Louca - Single
Xand Avião,Rolo,1MPAR
Henry Freitas & Diego & Victor Hugo,Bobo é Eu,Bobo é Eu - Single
Zé Vaqueiro & Iguinho e Lulinha,Eu Me Rendo,Eu Me Rendo - Single
Raí Saia Rodada & João Gomes,5 Da Manhã (Ao Vivo),"Singular, Vol. 2 (Ao Vivo Em Goiânia) - EP"
Léo Santana & Nattan,Golzinho Vermelho (Ao Vivo),"Sofrência Ou Fuleragem? (Ao Vivo), Pt. 1 - Single"
Matheus Fernandes & Parangolé,Catucadão,"Na Praia, Pt. 1"
Avine Vinny & Matheus Fernandes,Coração Cachorro,Coração Cachorro - Single
Os Barões da Pisadinha,Basta Você Me Ligar (feat. Xand Avião) [Ao Vivo],Piseiro 2020 Ao Vivo
Os Barões da Pisadinha & Fernando & Sorocaba,Amor da Despedida,Amor da Despedida - Single
Calcinha Preta,"Dois Amores, Duas Paixões",As 20 +
Xand Avião & Zé Vaqueiro,Superação Digital,Viva la Vida
Henry Freitas,É O Henry,Terapia 1000%
J. Eskine & Alef Donk,Resenha de Ex-Love,O Que Bate É Maluquice - EP
Theuzinho,Não Tente Me Impedir,A Favela Tá Gostosa 1.0
Mastruz Com Leite,Meu Vaqueiro Meu Peão,Só pra Xamegar
Joelma,Voando Pro Pará,Joelma
"Tarcísio do Acordeon, João Gomes, Zé Vaqueiro & Mc Don Juan",Abc da Vaquejada,Abc da Vaquejada - Single
Vítor Fernandes & João Gomes,Será Que Dá Certo,Diferente de Tudo
Grelo,Só Fé,É o Grelo
Henry Freitas,Eu Nem Lembro,Verão 1000% - EP
Calcinha Preta,Você Não Vale Nada (Ao Vivo),"Você Não Vale Nada, Vol. 20 (Ao Vivo)"
Eric Land,Macetei Macetei,Sabor Verão - Single
"Toca Aquela, Thauane Fontinelle, Breno Major & Som de Faculdade",Eu Te Esperarei,Toca Aquela 2 - Single
Rey Vaqueiro,Se Ela Me Desse Moral (Ao Vivo),O Rey na Vaquejada 2.0 (Ao Vivo)
João Gomes,Eu Tenho a Senha,Eu Tenho a Senha
Tarcísio do Acordeon & Marcynho Sensação,Rolê,Rolê - Single
Wesley Safadão & Xand Avião,"O Rei das Vaquejadas / Não Sou Vaqueiro / É o Boi, o Cavalo e o Vaqueiro / Cavaleiro Alado (Ao Vivo)",Bem-Vindo ao Meu Mundo - Forró & Vaquejada (Ao Vivo)
Rey Vaqueiro,Estrela,Estrela - Single
Iguinho e Lulinha,Coração Acelera,Simbora Pra Vaquejada
"Patrick Costa, Henrique & Juliano & Xand Avião",Lembranças De Amor / Quando Você Some / Morango Do Nordeste / Dou A Vida Por Um Beijo (Ao Vivo),Farra Do Patrick (Ao Vivo)
Xand Avião & Kadu Martins,Novinha do Onlyfans,Novinha do Onlyfans - Single
Henry Freitas,Novinha Bandida,Terapia de Verão - EP
Netto Brito,Se Eu Te Perdoar,Pra Encher e Derramar de Verão
Os Barões da Pisadinha & Raí Saia Rodada,Tesão com Amor (Ao Vivo),Forró & Desmantelo (Ao Vivo)
João Gomes,Meu Bem,Meu Bem - Single
João Gomes,Digo Ou Não Digo,Digo Ou Não Digo
Zé Vaqueiro,Meu Mel,O Original
Aviões do Forró,Fiquei Sabendo,Aviões do Forró - EP
Flávio José,Me Diz Amor,O Forró de Flávio José
João Gomes,Poucas Palavras,Poucas Palavras - Single
Nattan & Melody,Eu Vou Sentar (Ao Vivo em São Paulo),Eu Vou Sentar (Ao Vivo em São Paulo) - Single
"J. Eskine, Alef Donk & Oruam",AMOR BANDIDO,NEM SÓ DE MALUQUICE VIVE O HOMEM
Theuzinho,Meu Jeito de Amar,A Favela Tá Gostosa 1.0
Zé Felipe & Grelo,Bailão,Bailão - Single
Nivaldo Marques & Nattan,Tem Cabaré Essa Noite,Tem Cabaré Essa Noite - Single
Toque Dez,Sina de Ofélia,Sina de Ofélia - Single
Tarcísio do Acordeon,Não Quer Correr o Risco,Diferente dos Iguais
Gabriel Diniz,Jenifer,Jenifer - Single
Calcinha Preta,Agora Estou Sofrendo,Calcinha Preta Premium
Brisa Star & Zé Vaqueiro,Cena de Amor,Cena de Amor - Single
Wesley Safadão & Xand Avião,Sede de Te Amar / Timidez (Ao Vivo),Bem-Vindo ao Meu Mundo - Forró & Vaquejada (Ao Vivo)
Henry Freitas,Como É Que Eu Digo Não,Terapia de Verão - EP
Zé Felipe,Marrento,Marrento - Single
Thullio Milionário,Casca de Bala,A Cara das Vaquejadas 3.0 - EP
Henry Freitas & MC Rogerinho,Match Perfeito,Terapia de Verão 2.0 - EP
Grelo,De Graça ou Pagando,É o Grelo
Wesley Safadão & Zé Vaqueiro,Quatro Semanas de Amor / Não Me Julgue / Do Meu Jeito (Ao Vivo),Bem-Vindo ao Meu Mundo - Forró & Vaquejada (Ao Vivo)
Desejo De Menina,Diga Sim pra Mim,"Diga Sim, Vol. 4"
Saia Rodada,Filho do Mato,Filho do Mato - Single
"Raí Saia Rodada, Luan Estilizado & Zezo",Espumas Ao Vento (Ao Vivo),À Vontade (Ao Vivo)
"Os Barões da Pisadinha, Iguinho e Lulinha & Vítor Fernandes",Escondido Dos Seus Pais (Ao Vivo),É Assim que o Povo Gosta (Ao Vivo)
Zé Vaqueiro,Maravilhosa,Maravilhosa - Single
Netto Brito,Banco do Carona,Pra Encher e Derramar de Verão
Henry Freitas & Grupo Menos É Mais,A Gente é Sucesso,Pra Beber e Amar
João Gomes,Leão do Dia,De Norte a Sul
Rastapé,Colo de Menina,Fale Comigo
Falamansa,Amigo Velho,Amigo Velho
Manu,Universo,Universo - Single
Manim Vaqueiro,Diz a Verdade,"Sonhe e Realize, Pt.2"
Henry Freitas,Lado Oposto (Ao Vivo),Paralelos Vol. 02
Luiz Gonzaga,Pagôde Russó,Danado de Bom
Desejo De Menina,Nada É para Sempre,Cumplicidade
Rey Vaqueiro,Só Tá Faltando Você (Ao Vivo),O Rey na Vaquejada 2.0 (Ao Vivo)
Seu Desejo,Cama de Solteiro,Cama de Solteiro - Single
Zé Felipe & MC Danny,Toma Toma Vapo Vapo,Joseph - EP
"Mano Walter, Sirano & Sirino, Rey Vaqueiro & Siranim","Foi Você (feat. Tarcísio do Acordeon, Iguinho e Lulinha, Nonato Neto, Forrozão Baby Som & Limão Com Mel) [Ao Vivo]",Waquejada do Mano - Especial Kara Véia (Ao Vivo) - EP
Rey Vaqueiro & Zé Vaqueiro,Estrela (Ao Vivo),O Rey na Vaquejada 2.0 (Ao Vivo)
Netto Brito,Body Splash,Pra Encher e Derramar de Verão
Anderson Neiff & Henry Freitas,Tua Ex É uma Delícia (Remix),Tua Ex É uma Delícia (Remix) - Single
"Henry Freitas, PEDRO SAMPAIO & Mc Gw",Barulho do Prazer,Barulho do Prazer - Single
Elba Ramalho,Ai Que Saudade De Ocê,Coração Brasileiro
Eric Land & Tarcísio do Acordeon,Esqueceu Foi Porra,Esqueceu Foi Porra - Single
Theuzinho & Nadson o Ferinha,Vou Começar a Não Prestar (Ao Vivo),Vou Começar a Não Prestar (Ao Vivo) - Single
Rey Vaqueiro,O que É Amor pra Você,Rey Vaqueiro em Serra Branca
Zé Vaqueiro & João Gomes,Arriadin por Tu (Ao Vivo),Arriadin por Tu (Ao Vivo) - Single
João Gomes,Tô Sem Você,Eu Tenho a Senha
Patrick Costa & Henrique & Juliano,Amor Dos Outros (Ao Vivo),Farra Do Patrick (Ao Vivo)
Márcia Fellipe & Jerry Smith,Quem Me Dera,Quem Me Dera - Single
Henry Freitas,Galera Eu Voltei! (Desapaixonei) [feat. Raí Saia Rodada],Galera Eu Voltei! (Desapaixonei) [feat. Raí Saia Rodada] - Single
Japãozin,Carinha de Neném,Brabo dos Paredões
Mari Fernandez,"Não, Não Vou",Piseiro Sofrência
Calcinha Preta,Cobertor,As 20 +
Falamansa,Falamansa Song,Deixa Entrar...
Os Barões da Pisadinha,Quem Me Dera,Agora Eu Pego Mesmo
Os Barões da Pisadinha & Iguinho e Lulinha,Desce do Cavalo (Ao Vivo),É Assim que o Povo Gosta Vol. 01 (Ao Vivo)
Falamansa,Asas,Deixa Entrar...
João Gomes,Piloto,De Norte a Sul
Iguinho e Lulinha,Amar Sem Parar,Amar Sem Parar - Single
Tito & Matheus Fernandes,Mentirosa (Ao Vivo),Ao Vivo e a Cores Vol. 1 - EP
Wesley Safadão & Zé Vaqueiro,Meio Dia / Viajante Forrozeiro (Ao Vivo),Bem-Vindo ao Meu Mundo - Forró & Vaquejada (Ao Vivo)
Matheus Fernandes,Altas Loucurinhas (Uni Duni Tê) [Ao Vivo],"MF No Rio, Vol. 1 (Ao Vivo)"
